"TIME","NA_ITEM","GEO","UNIT","Value"
"1995","Exports of goods and services","European Union (15 countries)","Chain linked volumes (2010), million euro","2 177 702.2"
"1995","Exports of goods and services","European Union (28 countries)","Chain linked volumes (2010), million euro","2 349 240.2"
"1995","Exports of goods and services","Finland","Chain linked volumes (2010), million euro","32 565.0"
"1995","Exports of goods and services","France","Chain linked volumes (2010), million euro","289 494.0"
"1995","Exports of goods and services","Croatia","Chain linked volumes (2010), million euro","7 990.7"
"1995","Exports of goods and services","Hungary","Chain linked volumes (2010), million euro","15 698.4"
"1995","Exports of goods and services","Ireland","Chain linked volumes (2010), million euro","46 044.4"
"1995","Exports of goods and services","Iceland","Chain linked volumes (2010), million euro","2 488.3"
"1995","Exports of goods and services","Italy","Chain linked volumes (2010), million euro","301 345.3"
"1995","Exports of goods and services","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1995","Exports of goods and services","Lithuania","Chain linked volumes (2010), million euro","4 368.3"
"1995","Exports of goods and services","Luxembourg","Chain linked volumes (2010), million euro","25 442.0"
"1995","Exports of goods and services","Latvia","Chain linked volumes (2010), million euro","3 074.4"
"1995","Exports of goods and services","Montenegro","Chain linked volumes (2010), million euro",":"
"1995","Exports of goods and services","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1995","Exports of goods and services","Malta","Chain linked volumes (2010), million euro",":"
"1995","Exports of goods and services","Netherlands","Chain linked volumes (2010), million euro","219 672.9"
"1995","Exports of goods and services","Norway","Chain linked volumes (2010), million euro","99 244.4"
"1995","Exports of goods and services","Poland","Chain linked volumes (2010), million euro","40 983.8"
"1995","Exports of goods and services","Portugal","Chain linked volumes (2010), million euro","28 835.1"
"1995","Exports of goods and services","Romania","Chain linked volumes (2010), million euro","11 522.4"
"1995","Exports of goods and services","Serbia","Chain linked volumes (2010), million euro","1 300.1"
"1995","Exports of goods and services","Sweden","Chain linked volumes (2010), million euro","79 229.1"
"1995","Exports of goods and services","Slovenia","Chain linked volumes (2010), million euro","8 794.1"
"1995","Exports of goods and services","Slovakia","Chain linked volumes (2010), million euro","15 430.6"
"1995","Exports of goods and services","Turkey","Chain linked volumes (2010), million euro",":"
"1995","Exports of goods and services","United Kingdom","Chain linked volumes (2010), million euro","293 134.7"
"1995","Exports of goods and services","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Albania","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Austria","Chain linked volumes (2010), million euro","75 316.3"
"1995","Imports of goods and services","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Belgium","Chain linked volumes (2010), million euro","148 442.3"
"1995","Imports of goods and services","Bulgaria","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Switzerland","Chain linked volumes (2010), million euro","130 138.4"
"1995","Imports of goods and services","Cyprus","Chain linked volumes (2010), million euro","7 211.0"
"1995","Imports of goods and services","Czech Republic","Chain linked volumes (2010), million euro","27 566.7"
"1995","Imports of goods and services","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","436 883.8"
"1995","Imports of goods and services","Denmark","Chain linked volumes (2010), million euro","52 270.0"
"1995","Imports of goods and services","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","1 640 307.9"
"1995","Imports of goods and services","Euro area (12 countries)","Chain linked volumes (2010), million euro","1 673 155.8"
"1995","Imports of goods and services","Euro area (18 countries)","Chain linked volumes (2010), million euro","1 721 487.7"
"1995","Imports of goods and services","Euro area (19 countries)","Chain linked volumes (2010), million euro","1 726 796.6"
"1995","Imports of goods and services","Estonia","Chain linked volumes (2010), million euro","3 394.9"
"1995","Imports of goods and services","Greece","Chain linked volumes (2010), million euro","31 856.0"
"1995","Imports of goods and services","Spain","Chain linked volumes (2010), million euro","129 781.0"
"1995","Imports of goods and services","European Union (15 countries)","Chain linked volumes (2010), million euro","2 070 634.6"
"1995","Imports of goods and services","European Union (28 countries)","Chain linked volumes (2010), million euro","2 238 754.0"
"1995","Imports of goods and services","Finland","Chain linked volumes (2010), million euro","30 986.0"
"1995","Imports of goods and services","France","Chain linked volumes (2010), million euro","275 790.0"
"1995","Imports of goods and services","Croatia","Chain linked volumes (2010), million euro","8 626.9"
"1995","Imports of goods and services","Hungary","Chain linked volumes (2010), million euro","15 949.2"
"1995","Imports of goods and services","Ireland","Chain linked volumes (2010), million euro","41 057.4"
"1995","Imports of goods and services","Iceland","Chain linked volumes (2010), million euro","2 591.5"
"1995","Imports of goods and services","Italy","Chain linked volumes (2010), million euro","264 494.2"
"1995","Imports of goods and services","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Lithuania","Chain linked volumes (2010), million euro","4 369.0"
"1995","Imports of goods and services","Luxembourg","Chain linked volumes (2010), million euro","19 794.8"
"1995","Imports of goods and services","Latvia","Chain linked volumes (2010), million euro","3 551.1"
"1995","Imports of goods and services","Montenegro","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Malta","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","Netherlands","Chain linked volumes (2010), million euro","186 951.8"
"1995","Imports of goods and services","Norway","Chain linked volumes (2010), million euro","46 845.9"
"1995","Imports of goods and services","Poland","Chain linked volumes (2010), million euro","38 727.6"
"1995","Imports of goods and services","Portugal","Chain linked volumes (2010), million euro","35 009.8"
"1995","Imports of goods and services","Romania","Chain linked volumes (2010), million euro","9 239.6"
"1995","Imports of goods and services","Serbia","Chain linked volumes (2010), million euro","1 958.2"
"1995","Imports of goods and services","Sweden","Chain linked volumes (2010), million euro","73 387.8"
"1995","Imports of goods and services","Slovenia","Chain linked volumes (2010), million euro","9 298.2"
"1995","Imports of goods and services","Slovakia","Chain linked volumes (2010), million euro","16 604.1"
"1995","Imports of goods and services","Turkey","Chain linked volumes (2010), million euro",":"
"1995","Imports of goods and services","United Kingdom","Chain linked volumes (2010), million euro","273 427.5"
"1995","Imports of goods and services","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Albania","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Austria","Chain linked volumes (2010), million euro","224 427.7"
"1996","Gross domestic product at market prices","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Belgium","Chain linked volumes (2010), million euro","273 925.1"
"1996","Gross domestic product at market prices","Bulgaria","Chain linked volumes (2010), million euro","24 183.9"
"1996","Gross domestic product at market prices","Switzerland","Chain linked volumes (2010), million euro","330 388.5"
"1996","Gross domestic product at market prices","Cyprus","Chain linked volumes (2010), million euro","11 966.0"
"1996","Gross domestic product at market prices","Czech Republic","Chain linked volumes (2010), million euro","109 455.3"
"1996","Gross domestic product at market prices","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","2 162 606.3"
"1996","Gross domestic product at market prices","Denmark","Chain linked volumes (2010), million euro","199 771.5"
"1996","Gross domestic product at market prices","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","7 236 311.5"
"1996","Gross domestic product at market prices","Euro area (12 countries)","Chain linked volumes (2010), million euro","7 402 363.1"
"1996","Gross domestic product at market prices","Euro area (18 countries)","Chain linked volumes (2010), million euro","7 504 964.4"
"1996","Gross domestic product at market prices","Euro area (19 countries)","Chain linked volumes (2010), million euro","7 522 060.5"
"1996","Gross domestic product at market prices","Estonia","Chain linked volumes (2010), million euro","8 355.7"
"1996","Gross domestic product at market prices","Greece","Chain linked volumes (2010), million euro","163 320.1"
"1996","Gross domestic product at market prices","Spain","Chain linked volumes (2010), million euro","729 453.0"
"1996","Gross domestic product at market prices","European Union (15 countries)","Chain linked volumes (2010), million euro","9 218 456.1"
"1996","Gross domestic product at market prices","European Union (28 countries)","Chain linked volumes (2010), million euro","9 872 441.9"
"1996","Gross domestic product at market prices","Finland","Chain linked volumes (2010), million euro","127 915.0"
"1996","Gross domestic product at market prices","France","Chain linked volumes (2010), million euro","1 556 389.0"
"1996","Gross domestic product at market prices","Croatia","Chain linked volumes (2010), million euro","31 596.8"
"1996","Gross domestic product at market prices","Hungary","Chain linked volumes (2010), million euro","69 806.7"
"1996","Gross domestic product at market prices","Ireland","Chain linked volumes (2010), million euro","85 078.4"
"1996","Gross domestic product at market prices","Iceland","Chain linked volumes (2010), million euro","6 252.7"
"1996","Gross domestic product at market prices","Italy","Chain linked volumes (2010), million euro","1 427 184.4"
"1996","Gross domestic product at market prices","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Lithuania","Chain linked volumes (2010), million euro","15 335.2"
"1996","Gross domestic product at market prices","Luxembourg","Chain linked volumes (2010), million euro","23 391.2"
"1996","Gross domestic product at market prices","Latvia","Chain linked volumes (2010), million euro","9 790.7"
"1996","Gross domestic product at market prices","Montenegro","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Malta","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","Netherlands","Chain linked volumes (2010), million euro","464 666.8"
"1996","Gross domestic product at market prices","Norway","Chain linked volumes (2010), million euro","243 585.7"
"1996","Gross domestic product at market prices","Poland","Chain linked volumes (2010), million euro","202 063.2"
"1996","Gross domestic product at market prices","Portugal","Chain linked volumes (2010), million euro","141 659.6"
"1996","Gross domestic product at market prices","Romania","Chain linked volumes (2010), million euro","87 301.4"
"1996","Gross domestic product at market prices","Serbia","Chain linked volumes (2010), million euro","18 578.5"
"1996","Gross domestic product at market prices","Sweden","Chain linked volumes (2010), million euro","255 213.0"
"1996","Gross domestic product at market prices","Slovenia","Chain linked volumes (2010), million euro","23 426.8"
"1996","Gross domestic product at market prices","Slovakia","Chain linked volumes (2010), million euro","37 597.5"
"1996","Gross domestic product at market prices","Turkey","Chain linked volumes (2010), million euro",":"
"1996","Gross domestic product at market prices","United Kingdom","Chain linked volumes (2010), million euro","1 376 751.1"
"1996","Gross domestic product at market prices","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Albania","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Austria","Chain linked volumes (2010), million euro","122 104.2"
"1996","Final consumption expenditure of households","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Belgium","Chain linked volumes (2010), million euro","149 960.5"
"1996","Final consumption expenditure of households","Bulgaria","Chain linked volumes (2010), million euro","14 780.3"
"1996","Final consumption expenditure of households","Switzerland","Chain linked volumes (2010), million euro","185 468.9"
"1996","Final consumption expenditure of households","Cyprus","Chain linked volumes (2010), million euro","7 013.2"
"1996","Final consumption expenditure of households","Czech Republic","Chain linked volumes (2010), million euro","53 339.9"
"1996","Final consumption expenditure of households","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","1 260 943.5"
"1996","Final consumption expenditure of households","Denmark","Chain linked volumes (2010), million euro","92 404.6"
"1996","Final consumption expenditure of households","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Euro area (12 countries)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Euro area (18 countries)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Euro area (19 countries)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Estonia","Chain linked volumes (2010), million euro","4 055.9"
"1996","Final consumption expenditure of households","Greece","Chain linked volumes (2010), million euro","105 581.3"
"1996","Final consumption expenditure of households","Spain","Chain linked volumes (2010), million euro","424 713.0"
"1996","Final consumption expenditure of households","European Union (15 countries)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","European Union (28 countries)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Finland","Chain linked volumes (2010), million euro","64 557.0"
"1996","Final consumption expenditure of households","France","Chain linked volumes (2010), million euro","809 609.0"
"1996","Final consumption expenditure of households","Croatia","Chain linked volumes (2010), million euro","18 135.6"
"1996","Final consumption expenditure of households","Hungary","Chain linked volumes (2010), million euro","36 333.5"
"1996","Final consumption expenditure of households","Ireland","Chain linked volumes (2010), million euro","38 951.4"
"1996","Final consumption expenditure of households","Iceland","Chain linked volumes (2010), million euro","3 387.4"
"1996","Final consumption expenditure of households","Italy","Chain linked volumes (2010), million euro","827 236.6"
"1996","Final consumption expenditure of households","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Lithuania","Chain linked volumes (2010), million euro","9 292.1"
"1996","Final consumption expenditure of households","Luxembourg","Chain linked volumes (2010), million euro","8 919.8"
"1996","Final consumption expenditure of households","Latvia","Chain linked volumes (2010), million euro","6 511.5"
"1996","Final consumption expenditure of households","Montenegro","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Malta","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","Netherlands","Chain linked volumes (2010), million euro","220 290.6"
"1996","Final consumption expenditure of households","Norway","Chain linked volumes (2010), million euro","80 442.9"
"1996","Final consumption expenditure of households","Poland","Chain linked volumes (2010), million euro","125 304.8"
"1996","Final consumption expenditure of households","Portugal","Chain linked volumes (2010), million euro","87 039.8"
"1996","Final consumption expenditure of households","Romania","Chain linked volumes (2010), million euro","40 372.3"
"1996","Final consumption expenditure of households","Serbia","Chain linked volumes (2010), million euro","12 225.6"
"1996","Final consumption expenditure of households","Sweden","Chain linked volumes (2010), million euro","114 560.5"
"1996","Final consumption expenditure of households","Slovenia","Chain linked volumes (2010), million euro","13 629.8"
"1996","Final consumption expenditure of households","Slovakia","Chain linked volumes (2010), million euro","21 563.0"
"1996","Final consumption expenditure of households","Turkey","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of households","United Kingdom","Chain linked volumes (2010), million euro","802 455.2"
"1996","Final consumption expenditure of households","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Albania","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Austria","Chain linked volumes (2010), million euro","47 243.8"
"1996","Final consumption expenditure of general government","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Belgium","Chain linked volumes (2010), million euro","68 306.2"
"1996","Final consumption expenditure of general government","Bulgaria","Chain linked volumes (2010), million euro","4 041.3"
"1996","Final consumption expenditure of general government","Switzerland","Chain linked volumes (2010), million euro","42 818.7"
"1996","Final consumption expenditure of general government","Cyprus","Chain linked volumes (2010), million euro","1 770.7"
"1996","Final consumption expenditure of general government","Czech Republic","Chain linked volumes (2010), million euro","25 680.4"
"1996","Final consumption expenditure of general government","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","414 846.2"
"1996","Final consumption expenditure of general government","Denmark","Chain linked volumes (2010), million euro","50 252.0"
"1996","Final consumption expenditure of general government","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","1 522 765.3"
"1996","Final consumption expenditure of general government","Euro area (12 countries)","Chain linked volumes (2010), million euro","1 559 719.3"
"1996","Final consumption expenditure of general government","Euro area (18 countries)","Chain linked volumes (2010), million euro","1 581 525.1"
"1996","Final consumption expenditure of general government","Euro area (19 countries)","Chain linked volumes (2010), million euro","1 586 214.0"
"1996","Final consumption expenditure of general government","Estonia","Chain linked volumes (2010), million euro","2 282.5"
"1996","Final consumption expenditure of general government","Greece","Chain linked volumes (2010), million euro","36 467.3"
"1996","Final consumption expenditure of general government","Spain","Chain linked volumes (2010), million euro","121 435.0"
"1996","Final consumption expenditure of general government","European Union (15 countries)","Chain linked volumes (2010), million euro","1 964 483.4"
"1996","Final consumption expenditure of general government","European Union (28 countries)","Chain linked volumes (2010), million euro","2 106 074.7"
"1996","Final consumption expenditure of general government","Finland","Chain linked volumes (2010), million euro","35 527.0"
"1996","Final consumption expenditure of general government","France","Chain linked volumes (2010), million euro","390 527.0"
"1996","Final consumption expenditure of general government","Croatia","Chain linked volumes (2010), million euro","6 929.0"
"1996","Final consumption expenditure of general government","Hungary","Chain linked volumes (2010), million euro","17 490.5"
"1996","Final consumption expenditure of general government","Ireland","Chain linked volumes (2010), million euro","21 413.8"
"1996","Final consumption expenditure of general government","Iceland","Chain linked volumes (2010), million euro","1 685.7"
"1996","Final consumption expenditure of general government","Italy","Chain linked volumes (2010), million euro","278 853.2"
"1996","Final consumption expenditure of general government","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Lithuania","Chain linked volumes (2010), million euro","4 596.8"
"1996","Final consumption expenditure of general government","Luxembourg","Chain linked volumes (2010), million euro","4 148.0"
"1996","Final consumption expenditure of general government","Latvia","Chain linked volumes (2010), million euro","2 582.6"
"1996","Final consumption expenditure of general government","Montenegro","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Malta","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","Netherlands","Chain linked volumes (2010), million euro","105 897.3"
"1996","Final consumption expenditure of general government","Norway","Chain linked volumes (2010), million euro","48 724.2"
"1996","Final consumption expenditure of general government","Poland","Chain linked volumes (2010), million euro","41 575.1"
"1996","Final consumption expenditure of general government","Portugal","Chain linked volumes (2010), million euro","27 072.2"
"1996","Final consumption expenditure of general government","Romania","Chain linked volumes (2010), million euro","19 273.4"
"1996","Final consumption expenditure of general government","Serbia","Chain linked volumes (2010), million euro","3 617.6"
"1996","Final consumption expenditure of general government","Sweden","Chain linked volumes (2010), million euro","80 710.7"
"1996","Final consumption expenditure of general government","Slovenia","Chain linked volumes (2010), million euro","4 850.1"
"1996","Final consumption expenditure of general government","Slovakia","Chain linked volumes (2010), million euro","8 379.1"
"1996","Final consumption expenditure of general government","Turkey","Chain linked volumes (2010), million euro",":"
"1996","Final consumption expenditure of general government","United Kingdom","Chain linked volumes (2010), million euro","278 249.1"
"1996","Final consumption expenditure of general government","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Albania","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Austria","Chain linked volumes (2010), million euro","59 859.8"
"1996","Gross capital formation","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Belgium","Chain linked volumes (2010), million euro","57 618.2"
"1996","Gross capital formation","Bulgaria","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Switzerland","Chain linked volumes (2010), million euro","85 049.1"
"1996","Gross capital formation","Cyprus","Chain linked volumes (2010), million euro","2 908.9"
"1996","Gross capital formation","Czech Republic","Chain linked volumes (2010), million euro","33 033.1"
"1996","Gross capital formation","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","469 839.4"
"1996","Gross capital formation","Denmark","Chain linked volumes (2010), million euro","36 309.8"
"1996","Gross capital formation","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","1 538 118.9"
"1996","Gross capital formation","Euro area (12 countries)","Chain linked volumes (2010), million euro","1 569 918.3"
"1996","Gross capital formation","Euro area (18 countries)","Chain linked volumes (2010), million euro","1 596 097.1"
"1996","Gross capital formation","Euro area (19 countries)","Chain linked volumes (2010), million euro","1 598 330.6"
"1996","Gross capital formation","Estonia","Chain linked volumes (2010), million euro","1 547.8"
"1996","Gross capital formation","Greece","Chain linked volumes (2010), million euro","31 934.0"
"1996","Gross capital formation","Spain","Chain linked volumes (2010), million euro","162 145.0"
"1996","Gross capital formation","European Union (15 countries)","Chain linked volumes (2010), million euro","1 905 813.6"
"1996","Gross capital formation","European Union (28 countries)","Chain linked volumes (2010), million euro","2 049 263.0"
"1996","Gross capital formation","Finland","Chain linked volumes (2010), million euro","26 730.0"
"1996","Gross capital formation","France","Chain linked volumes (2010), million euro","311 156.0"
"1996","Gross capital formation","Croatia","Chain linked volumes (2010), million euro","5 714.7"
"1996","Gross capital formation","Hungary","Chain linked volumes (2010), million euro","15 563.3"
"1996","Gross capital formation","Ireland","Chain linked volumes (2010), million euro","18 339.6"
"1996","Gross capital formation","Iceland","Chain linked volumes (2010), million euro","1 230.6"
"1996","Gross capital formation","Italy","Chain linked volumes (2010), million euro","274 756.1"
"1996","Gross capital formation","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Lithuania","Chain linked volumes (2010), million euro","2 008.5"
"1996","Gross capital formation","Luxembourg","Chain linked volumes (2010), million euro","3 847.0"
"1996","Gross capital formation","Latvia","Chain linked volumes (2010), million euro","1 607.3"
"1996","Gross capital formation","Montenegro","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Malta","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","Netherlands","Chain linked volumes (2010), million euro","101 793.4"
"1996","Gross capital formation","Norway","Chain linked volumes (2010), million euro","49 805.6"
"1996","Gross capital formation","Poland","Chain linked volumes (2010), million euro","37 482.7"
"1996","Gross capital formation","Portugal","Chain linked volumes (2010), million euro","31 295.0"
"1996","Gross capital formation","Romania","Chain linked volumes (2010), million euro","15 939.0"
"1996","Gross capital formation","Serbia","Chain linked volumes (2010), million euro","4 219.6"
"1996","Gross capital formation","Sweden","Chain linked volumes (2010), million euro","53 401.2"
"1996","Gross capital formation","Slovenia","Chain linked volumes (2010), million euro","5 403.1"
"1996","Gross capital formation","Slovakia","Chain linked volumes (2010), million euro","12 479.5"
"1996","Gross capital formation","Turkey","Chain linked volumes (2010), million euro",":"
"1996","Gross capital formation","United Kingdom","Chain linked volumes (2010), million euro","239 965.8"
"1996","Gross capital formation","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Albania","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Austria","Chain linked volumes (2010), million euro","71 212.9"
"1996","Exports of goods and services","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Belgium","Chain linked volumes (2010), million euro","155 521.6"
"1996","Exports of goods and services","Bulgaria","Chain linked volumes (2010), million euro","15 449.1"
"1996","Exports of goods and services","Switzerland","Chain linked volumes (2010), million euro","146 439.7"
"1996","Exports of goods and services","Cyprus","Chain linked volumes (2010), million euro","7 643.5"
"1996","Exports of goods and services","Czech Republic","Chain linked volumes (2010), million euro","28 803.5"
"1996","Exports of goods and services","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","458 489.8"
"1996","Exports of goods and services","Denmark","Chain linked volumes (2010), million euro","68 784.0"
"1996","Exports of goods and services","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","1 800 982.9"
"1996","Exports of goods and services","Euro area (12 countries)","Chain linked volumes (2010), million euro","1 823 846.6"
"1996","Exports of goods and services","Euro area (18 countries)","Chain linked volumes (2010), million euro","1 870 458.7"
"1996","Exports of goods and services","Euro area (19 countries)","Chain linked volumes (2010), million euro","1 876 335.7"
"1996","Exports of goods and services","Estonia","Chain linked volumes (2010), million euro","3 994.5"
"1996","Exports of goods and services","Greece","Chain linked volumes (2010), million euro","21 995.0"
"1996","Exports of goods and services","Spain","Chain linked volumes (2010), million euro","147 656.0"
"1996","Exports of goods and services","European Union (15 countries)","Chain linked volumes (2010), million euro","2 292 753.3"
"1996","Exports of goods and services","European Union (28 countries)","Chain linked volumes (2010), million euro","2 474 887.1"
"1996","Exports of goods and services","Finland","Chain linked volumes (2010), million euro","34 442.0"
"1996","Exports of goods and services","France","Chain linked volumes (2010), million euro","301 425.0"
"1996","Exports of goods and services","Croatia","Chain linked volumes (2010), million euro","9 328.8"
"1996","Exports of goods and services","Hungary","Chain linked volumes (2010), million euro","17 142.9"
"1996","Exports of goods and services","Ireland","Chain linked volumes (2010), million euro","51 763.8"
"1996","Exports of goods and services","Iceland","Chain linked volumes (2010), million euro","2 734.9"
"1996","Exports of goods and services","Italy","Chain linked volumes (2010), million euro","306 335.5"
"1996","Exports of goods and services","Liechtenstein","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Lithuania","Chain linked volumes (2010), million euro","5 498.5"
"1996","Exports of goods and services","Luxembourg","Chain linked volumes (2010), million euro","26 372.3"
"1996","Exports of goods and services","Latvia","Chain linked volumes (2010), million euro","3 646.3"
"1996","Exports of goods and services","Montenegro","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Malta","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","Netherlands","Chain linked volumes (2010), million euro","228 850.9"
"1996","Exports of goods and services","Norway","Chain linked volumes (2010), million euro","109 194.5"
"1996","Exports of goods and services","Poland","Chain linked volumes (2010), million euro","45 620.2"
"1996","Exports of goods and services","Portugal","Chain linked volumes (2010), million euro","30 537.5"
"1996","Exports of goods and services","Romania","Chain linked volumes (2010), million euro","12 223.6"
"1996","Exports of goods and services","Serbia","Chain linked volumes (2010), million euro","2 400.2"
"1996","Exports of goods and services","Sweden","Chain linked volumes (2010), million euro","82 498.9"
"1996","Exports of goods and services","Slovenia","Chain linked volumes (2010), million euro","9 055.5"
"1996","Exports of goods and services","Slovakia","Chain linked volumes (2010), million euro","15 215.9"
"1996","Exports of goods and services","Turkey","Chain linked volumes (2010), million euro",":"
"1996","Exports of goods and services","United Kingdom","Chain linked volumes (2010), million euro","314 777.2"
"1996","Exports of goods and services","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro",":"
"1996","Imports of goods and services","Albania","Chain linked volumes (2010), million euro",":"
"1996","Imports of goods and services","Austria","Chain linked volumes (2010), million euro","78 457.7"
"1996","Imports of goods and services","Bosnia and Herzegovina","Chain linked volumes (2010), million euro",":"
"1996","Imports of goods and services","Belgium","Chain linked volumes (2010), million euro","156 570.0"
"1996","Imports of goods and services","Bulgaria","Chain linked volumes (2010), million euro","8 587.7"
"1996","Imports of goods and services","Switzerland","Chain linked volumes (2010), million euro","135 352.0"
"1996","Imports of goods and services","Cyprus","Chain linked volumes (2010), million euro","7 554.9"
"1996","Imports of goods and services","Czech Republic","Chain linked volumes (2010), million euro","30 813.1"
"1996","Imports of goods and services","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","454 473.8"
"1996","Imports of goods and services","Denmark","Chain linked volumes (2010), million euro","53 896.0"
"1996","Imports of goods and services","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Chain linked volumes (2010), million euro","1 705 585.7"
"1996","Imports of goods and services","Euro area (12 countries)","Chain linked volumes (2010), million euro","1 741 349.3"
